,BSpace Course Name,BSpace Course Id,QuizName,﻿QuizId,QuizAttemptNumber,QuestionId,Question,QuestionType,InputUserAnswer,Score,NetId,Comment left on User Response,AnswerKey,isQuery,Database,full_score,feedback
2875,"Databases for Business Analytics, Spring'23","251,685",Assignment 4: Aggregations,"295,369",1,"5,119,736",Show the name of each track and the first and last time it was played. Include tracks that were not played at all.&#160;,Long Answer Question,"select tr.artist_id, tr.album_id, tr.track_id, tr.track_name, min(tp.played_on), max(tp.played_on) from track tr left join tracks_played tp on tp.artist_id = tr.artist_id and tp.album_id = tr.album_id and tp.track_id = tr.track_id group by tr.artist_id, tr.album_id, tr.track_id;",1.0,sv2230,,"SELECT T.artist_id, T.album_id, T.track_id, T.track_name, MIN(played_on) AS first_played, MAX(played_on) AS last_played
FROM track T &#160;
&#160; &#160; LEFT JOIN tracks_played P ON T.artist_id = P.artist_id AND T.album_id = P.album_id AND T.track_id = P.track_id
GROUP BY T.artist_id, T.album_id, T.track_id",True,music,1.0,
2876,"Databases for Business Analytics, Spring'23","251,685",Assignment 4: Aggregations,"295,369",1,"5,119,735",Show the name of the artist and the number of albums for each artist in the database. Name the column that shows the number of albums as num_albums.,Long Answer Question,"select al.artist_id, ar.artist_name, count(*) as num_albums from album al join artist ar on al.artist_id = ar.artist_id group by al.artist_id;",1.0,sv2230,,"#&#160;You&#160;can&#160;get&#160;the&#160;same&#160;result&#160;without&#160;the&#160;artist_id
#&#160;and&#160;without&#160;artist_id&#160;is&#160;also&#160;a&#160;correct&#160;answer.
SELECT&#160;R.artist_id,&#160;R.artist_name,&#160;COUNT(*)&#160;AS&#160;num_albums
FROM&#160;artist&#160;R&#160;JOIN&#160;album&#160;A&#160;ON&#160;A.artist_id&#160;=&#160;R.artist_id
GROUP&#160;BY&#160;R.artist_id,&#160;R.artist_name",True,music,1.0,
2877,"Databases for Business Analytics, Spring'23","251,685",Assignment 4: Aggregations,"295,369",1,"5,119,734","For every date listed in the tracked_played table, show the artist&#39;s name, the artist id, the number of users that listened to the artist, and the total amount of time users listened to the artist. Assume that each track is played fully.",Long Answer Question,"select date(tp.played_on), tp.artist_id, ar.artist_name, count(distinct tp.user_id), sum(tr.time), count(*) from tracks_played tp join track tr on tp.artist_id = tr.artist_id and tp.album_id = tr.album_id and tp.track_id = tr.track_id join artist ar on tp.artist_id = ar.artist_id group by date(tp.played_on), tp.artist_id order by date(tp.played_on);",1.0,sv2230,,"SELECT DATE(played_on) AS date_played, A.artist_id, A.artist_name
&#160; &#160; &#160; &#160; , COUNT(DISTINCT user_id) AS users
&#160; &#160; &#160; &#160; , SUM(T.time) AS total_time
&#160; &#160; &#160; &#160; , COUNT(*) AS total_tracks
FROM tracks_played P
&#160; &#160; JOIN artist A ON P.artist_id = A.artist_id
&#160; &#160; JOIN track T ON P.track_id = T.track_id AND P.album_id = T.album_id AND P.artist_id = T.artist_id
GROUP BY date_played, A.artist_id
ORDER BY date_played, A.artist_id;",True,music,1.0,
2878,"Databases for Business Analytics, Spring'23","251,685",Assignment 4: Aggregations,"295,369",1,"5,119,733","For every user, show the total tracks they played and the total amount of time they listened. Assume that each track is played fully. List also the users that have not played any track",Long Answer Question,"select usr.user_id, count(tr.track_id), sum(time) from users usr left join tracks_played tp on usr.user_id = tp.user_id left join track tr on tp.artist_id = tr.artist_id and tp.album_id = tr.album_id and tp.track_id = tr.track_id group by usr.user_id;",1.0,sv2230,,"SELECT U.user_id, COUNT(T.track_id) AS tracks_played, SUM(T.time) AS total_time
FROM users U
&#160; &#160; LEFT JOIN tracks_played P ON U.user_id = P.user_id
&#160; &#160; LEFT JOIN track T ON T.artist_id = P.artist_id AND T.album_id = P.album_id AND T.track_id = P.track_id
GROUP BY U.user_id
ORDER BY U.user_id

20% off if there is no left join and users 6 and 9 are missing
10% off if there is a left join, but the tracks_played for users 6 and 9 is listed as 1 instead of 0 (ie. they used COUNT(*) instead of COUNT(T.track_id)",True,music,1.0,
2879,"Databases for Business Analytics, Spring'23","251,685",Assignment 4: Aggregations,"295,369",1,"5,119,732","List the IDs of the albums, where the total album length (across all the album&#39;s tracks) is longer than 60 minutes.",Long Answer Question,"select artist_id, album_id, sum(time) from track group by artist_id, album_id having sum(time) > 60;",1.0,sv2230,,"SELECT artist_id, album_id, SUM(time) AS total_time
FROM&#160;track
GROUP&#160;BY&#160;artist_id,&#160;album_id
HAVING&#160;SUM(time)&#160;&gt;&#160;60",True,music,1.0,
2880,"Databases for Business Analytics, Spring'23","251,685",Assignment 4: Aggregations,"295,369",1,"5,119,731","For each album, count the number of tracks for that album and the total length of all the tracks in the album. You only need to show the primary key of the album, not its name.",Long Answer Question,"select artist_id, album_id, count(*), sum(time) from track group by artist_id, album_id;",1.0,sv2230,,"SELECT artist_id, album_id, COUNT(track_id) AS cnt_tracks, SUM(time) AS total_time
FROM track
GROUP BY artist_id, album_id",True,music,1.0,
2881,"Databases for Business Analytics, Spring'23","251,685",Assignment 4: Aggregations,"295,369",1,"5,119,730","For each artist, count the number of albums in the database. You only need to show the id of the artist, not the name of the artist.",Long Answer Question,"select artist_id,count(*) from album group by artist_id;",1.0,sv2230,,"SELECT artist_id, COUNT(album_id) AS cnt_albums
FROM album
GROUP BY artist_id",True,music,1.0,
2882,"Databases for Business Analytics, Spring'23","251,685",Assignment 4: Aggregations,"295,369",1,"5,119,729",Show the average and standard deviation of the track length,Long Answer Question,"select avg(time), stddev(time) from track;",1.0,sv2230,,"SELECT AVG(time) AS avg_time, STDDEV(time) AS std_time&#160;
FROM&#160;track",True,music,1.0,
2883,"Databases for Business Analytics, Spring'23","251,685",Assignment 4: Aggregations,"295,369",1,"5,119,728",Count the number of tracks in the database,Long Answer Question,select count(*) from track;,1.0,sv2230,,"SELECT COUNT(*) AS cnt
FROM&#160;track",True,music,1.0,
2884,"Databases for Business Analytics, Spring'23","251,685",Assignment 4: Aggregations,"295,369",1,"5,119,727","Count the number of artists in the database
",Long Answer Question,select count(*) from artist;,1.0,sv2230,,"SELECT COUNT(*) AS cnt
FROM&#160;artist",True,music,1.0,
2885,"Databases for Business Analytics, Spring'23","251,685",Assignment 3: Joins,"295,367",1,"5,119,726",List the first and last names of the users that have not listened to any tracks.,Long Answer Question,"select usr.first_name, usr.last_name from users usr left join tracks_played tp on usr.user_id = tp.user_id where tp.track_id is null;
",1.0,sv2230,,"SELECT U.first_name, U.last_name
FROM users U&#160;
&#160; &#160; LEFT JOIN tracks_played P ON U.user_id = P.user_id&#160;
WHERE P.user_id IS NULL",True,music,1.0,
2886,"Databases for Business Analytics, Spring'23","251,685",Assignment 3: Joins,"295,367",1,"5,119,725","The table tracks_played contains the tracks the users listened to and the time they listened to the songs. For every track listed in the tracks_played table, show the user&#39;s first and last name, the user id, the album name, the track name, and the date/time it was played.",Long Answer Question,"select usr.user_id, usr.first_name, usr.last_name, al.album_name, tr.track_name, tp.played_on from users usr inner join tracks_played tp on usr.user_id = tp.user_id inner join track tr on tp.artist_id = tr.artist_id and tp.album_id = tr.album_id and tp.track_id = tr.track_id inner join album al on tp.artist_id = al.artist_id and tp.album_id = al.album_id order by usr.user_id, tp.played_on;
",1.0,sv2230,,"SELECT U.user_id, U.first_name, U.last_name, A.album_name, T.track_name, P.played_on
FROM tracks_played P&#160;
&#160; &#160; JOIN users U ON U.user_id = P.user_id
&#160; &#160; JOIN track T ON P.artist_id = T.artist_id AND P.album_id = T.album_id AND P.track_id = T.track_id
&#160; &#160; JOIN album A ON P.artist_id = A.artist_id AND P.album_id = A.album_id
ORDER BY user_id, played_on",True,music,1.0,
2887,"Databases for Business Analytics, Spring'23","251,685",Assignment 3: Joins,"295,367",1,"5,119,723","List all the tracks by the artist The Stone Roses and rank them by time length, from shortest to longest",Long Answer Question,"select tr.* from artist ar inner join album al on ar.artist_id = al.artist_id inner join track tr on ar.artist_id = tr.artist_id where ar.artist_name = ""The Stone Roses"" order by tr.time;
",1.0,sv2230,,"
SELECT&#160;T.*
FROM&#160;track&#160;T
&#160;&#160;JOIN&#160;artist&#160;R&#160;ON&#160;T.artist_id&#160;=&#160;R.artist_id
WHERE&#160;R.artist_name&#160;=&#160;&#39;The&#160;Stone&#160;Roses&#39;
ORDER&#160;BY&#160;T.time
",True,music,1.0,
2888,"Databases for Business Analytics, Spring'23","251,685",Assignment 3: Joins,"295,367",1,"5,119,721","List all the track names, the corresponding album name, and the corresponding artist name",Long Answer Question,"select tr.track_name, al.album_name, ar.artist_name from album al inner join track tr on al.artist_id = tr.artist_id and al.album_id = tr.album_id inner join artist ar on al.artist_id = ar.artist_id;
",1.0,sv2230,,"SELECT&#160;track_name,&#160;artist_name,&#160;album_name
FROM&#160;track&#160;T
&#160;&#160;JOIN&#160;artist&#160;R&#160;ON&#160;T.artist_id&#160;=&#160;R.artist_id
&#160;&#160;JOIN&#160;album&#160;A&#160;ON&#160;A.album_id&#160;=&#160;T.album_id&#160;AND&#160;A.artist_id&#160;=&#160;T.artist_id",True,music,1.0,
2889,"Databases for Business Analytics, Spring'23","251,685",Assignment 3: Joins,"295,367",1,"5,119,720",List the tracks for the album&#160;Second Coming,Long Answer Question,"select tr.* from album al inner join track tr on al.artist_id = tr.artist_id and al.album_id = tr.album_id where al.album_name = ""Second Coming"";
",1.0,sv2230,,"SELECT&#160;T.*
FROM&#160;track&#160;T&#160;
&#160; &#160; &#160;JOIN album A ON A.artist_id = T.artist_id AND A.album_id = T.album_id
WHERE&#160;A.album_name&#160;=&#160;&#39;Second&#160;Coming&#39;",True,music,1.0,
2890,"Databases for Business Analytics, Spring'23","251,685",Assignment 3: Joins,"295,367",1,"5,119,719",List all the album names by the band New Order,Long Answer Question,"select * from artist ar inner join album al on ar.artist_id = al.artist_id where ar.artist_name = ""New Order"";
",1.0,sv2230,,"SELECT R.artist_name, A.*
FROM&#160;artist&#160;R&#160;JOIN&#160;album&#160;A&#160;ON&#160;A.artist_id&#160;=&#160;R.artist_id
WHERE&#160;R.artist_name&#160;=&#160;&#39;New&#160;Order&#39;",True,music,1.0,
2891,"Databases for Business Analytics, Spring'23","251,685",Assignment 2C: Filtering Queries,"295,343",1,"5,119,680","Find all the tracks that include the word &quot;Love&quot; anywhere in the title. It is fine to include tracks where love is part of a bigger word (e.g., lovebird).",Long Answer Question,"select * from track where track_name like ""%Love%"";",1.0,sv2230,,"SELECT&#160;*
FROM&#160;track
WHERE track_name LIKE &#39;%love%&#39;&#160;",True,music,1.0,
2892,"Databases for Business Analytics, Spring'23","251,685",Assignment 2C: Filtering Queries,"295,343",1,"5,119,679","List all the tracts for the artists with ids 1, 3, and 5. Show two variations of the query:&#160; one using the OR Boolean condition and one using the IN operation.",Long Answer Question,"select * from track where artist_id = 1 or artist_id = 3 or artist_id = 5;
select * from track where artist_id in (1,3,5);",1.0,sv2230,,"
SELECT&#160;*
FROM&#160;track
WHERE&#160;artist_id&#160;=&#160;1&#160;OR&#160;artist_id&#160;=&#160;3&#160;OR&#160;artist_id&#160;=&#160;5



SELECT&#160;*
FROM&#160;track
WHERE&#160;artist_id&#160;IN&#160;(1,3,5)


",True,music,1.0,
2893,"Databases for Business Analytics, Spring'23","251,685",Assignment 2C: Filtering Queries,"295,343",1,"5,119,678","Find all albums with a title that begins with a character greater than E (not inclusive of albums that start with E) but less than S (again, not inclusive of albums that start with S).",Long Answer Question,"select * from album where album_name >= ""F"" and album_name < ""S"";",1.0,sv2230,,"SELECT&#160;*
FROM&#160;album
WHERE&#160;album_name&#160;&gt;=&#160;&#39;F&#39;&#160;AND&#160;&#160;album_name&#160;&lt;&#160;&#39;S&#39;",True,music,1.0,
2894,"Databases for Business Analytics, Spring'23","251,685",Assignment 2C: Filtering Queries,"295,343",1,"5,119,677",Find the tracks with names that are earlier alphabetically than (is less than) M. Note that inequality queries can be used with text and not only with numbers.,Long Answer Question,"select * from track where track_name < ""M"";",1.0,sv2230,,"SELECT&#160;*
FROM&#160;track
WHERE&#160;track_name&#160;&lt;&#160;&#39;M&#39;",True,music,1.0,
2895,"Databases for Business Analytics, Spring'23","251,685",Assignment 2C: Filtering Queries,"295,343",1,"5,119,676","Find the tracks for the artist with id 3, from the artist&#39;s album with id 2.",Long Answer Question,select * from track where artist_id = 3 and album_id = 2;,1.0,sv2230,,"
SELECT&#160;*
FROM&#160;track
WHERE&#160;artist_id&#160;=3&#160;and&#160;album_id&#160;=2&#160;
",True,music,1.0,
2896,"Databases for Business Analytics, Spring'23","251,685",Assignment 2C: Filtering Queries,"295,343",1,"5,119,675","Using the id of Rolling Stones from Question C.2, list all the albums of The Rolling Stones.",Long Answer Question,"select * from album where artist_id = 4;
",1.0,sv2230,,"SELECT&#160;*
FROM&#160;album
WHERE&#160;artist_id&#160;=&#160;4",True,music,1.0,
2897,"Databases for Business Analytics, Spring'23","251,685",Assignment 2C: Filtering Queries,"295,343",1,"5,119,674",Show the entry for the artist named The Rolling Stones.,Long Answer Question,"select * from artist where artist_name = ""The Rolling Stones"";
",1.0,sv2230,,"SELECT&#160;*
FROM&#160;artist
WHERE&#160;artist_name&#160;=&#160;&#39;The&#160;Rolling&#160;Stones&#39;",True,music,1.0,
2898,"Databases for Business Analytics, Spring'23","251,685",Assignment 2C: Filtering Queries,"295,343",1,"5,119,673",Show the entry for the artist with id equal to 5.,Long Answer Question,"select * from artist where artist_id = 5;
",1.0,sv2230,,"SELECT&#160;*
FROM&#160;artist
WHERE&#160;artist_id&#160;=&#160;5",True,music,1.0,
